Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
theory of mind	epistemic	know	n't	do	do	he	he	Mother	most of my friends think he 's a jerk and I do n't know why	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	because I do n't know if they 're judging him I mean I 've watched every day with Child so I ya know I know what 's on it	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if they judge him because he 's a little bit effeminate and all that	31
theory of mind	epistemic	think	n't	would	will	you	you	Mother	ya know and he talks about things that you would n't think of talking about with kids	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	and I do n't know think it 's a great show	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	the part the pretending part I do n't know if you know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know you tell me	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well I do n't think we can fix it we 'll haf ta look for a new one	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	no I do n't think we saw lions at the zoo yesterday	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's raining anymore	28
theory of mind	epistemic	know	not	do	do	I	I	Mother	I do not know what you 're saying when you say wax be trained	28
theory of mind	epistemic	know	n't	did	do	NONE	NONE	Target_Child	so now now all of them did n't know that there was that kind of cat in there	48
theory of mind	epistemic	know	n't	did	do	she	she	Target_Child	but but she did n't know that there was a cat	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	know	n't	did	do	cat	cat	Target_Child	then the cat and the cat running because he did n't because he did n't know the cat was there cause the cat was catching her	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if that comes out	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	but I do n't know Terry	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if I can remember	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know how much money	48
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there is any eight cents	48
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know that	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	53
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	53
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	53
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know just tell me	53
theory of mind	epistemic	think	n't	do	do	I	I	Mother	alrighty well I do n't think I need anything else	53
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know we 'll haf ta see if they got a car here	53
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	53
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know she does n't like to go swimming	53
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I 've ever seen her in a bathing suit	53
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	maybe you just do n't remember it	53
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	53
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Leslie has seen your shoes had you noticed his shoes	53
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	some I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	curry chicken salad I do n't know how excited I am about that	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	well I do n't know what do you think of curry dressing	39
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think I like want to try them	39
theory of mind	epistemic	know	n't	did	do	I	I	Mother	oh I did n't know that	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	39
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	I did n't know if she was from school last year	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	39
theory of mind	epistemic	think	n't	do	do	bee	bee	Mother	I do n't think think that bumble bee has the ability to get out of this house	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	so honey I do n't think you did n't wan na am I correct in assuming you do n't wan na go to ballet anymore	39
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember from what	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	uw I do n't know if Mommy can find an i	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	26
theory of mind	epistemic	think	n't	do	do	we	we	Mother	if it 's really rotten we might haf ta pull it out but I do n't think it 's that bad	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know actually	33
theory of mind	epistemic	know	n't	do	do	that	that	Mother	that 's the language that we speak and I do n't know that word	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	that spells timiam but I do n't know what it means	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	ah hm I do n't know if taping	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know that 's a good question and I do n't remember	33
theory of mind	epistemic	remember	n't	do	do	that	that	Mother	I do n't know that 's a good question and I do n't remember	33
theory of mind	epistemic	know	n't	do	do	I	I	Father	oh I do n't know	33
theory of mind	epistemic	know	n't	does	do	Daddy	Daddy	Target_Child	Mommy Daddy does n't know	33
theory of mind	epistemic	know	n't	does	do	he	he	Mother	yes he does n't know	33
theory of mind	epistemic	know	n't	does	do	he	he	Mother	that 's okay that he does n't know he does n't haf ta know	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know you better look again	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know you tell me what those are	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	32
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think they I do n't think they fits	32
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think they I do n't think they fits	32
theory of mind	epistemic	think	n't	do	do	I	I	Mother	no I do n't think so either	32
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think that one fits	32
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	32
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he is	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he 'll be very pleased if he thought you ad said that either	29
theory of mind	epistemic	know	n't	do	do	we	we	Mother	and he might have some more that we do n't know of because	29
theory of mind	epistemic	know	n't	do	do	we	we	Mother	and he might have some more that we do n't know about	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they can hear us	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it is windy	29
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think we need worry too much about your tummy and back	29
theory of mind	epistemic	think	not	NONE	NONE	you	you	Mother	do you not think Ray as delivered any	29
theory of mind	epistemic	remember	not	NONE	NONE	you	you	Mother	do you not remember there was a big picture of Tinky_Winky	29
theory of mind	epistemic	remember	n't	ca	can	NONE	NONE	Mother	ca n't remember what Lala was holding can you	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he was wet all the way through was he	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 're wet through	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he needs to go to the doctor to get better really does he	29
theory of mind	epistemic	know	n't	does	do	Mummy	Mummy	Mother	Mummy does n't know what you 're saying	29
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know that	43
theory of mind	epistemic	know	n't	ca	can	I	I	Target_Child	I ca n't know that	43
theory of mind	epistemic	know	n't	ca	can	I	I	Target_Child	I ca n't know that	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	43
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	43
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	think	n't	does	do	Taffy	Taffy	Mother	but Taffy does n't think so grrr	22
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's gon na grow anymore just a little bit	22
theory of mind	epistemic	know	n't	does	do	Rufus	Rufus	Target_Child	Rufus does n't know who I am	48
theory of mind	epistemic	know	n't	does	do	she	she	Target_Child	she does n't know who I am	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	think	n't	do	do	I	I	Mother	no I do n't think Rachel will grasp our game of hide and seek somehow	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you want Nicole	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the tiger will sit on the elephant 's back somehow	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what the purpose of this game is	26
theory of mind	epistemic	remember	n't	ca	can	you	you	Mother	you ca n't remember	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it does	54
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	24
theory of mind	epistemic	know	n't	do	do	we	we	Mother	we do n't know who got what	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that 's the spanner for that	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know how many names we had for him	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	and I do n't know how many balls we 've gone through	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know how I do n't even know how to do it	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know how I missed it you know I really do n't I was like kind of mad about it because it would have been so much easier to have it	47
theory of mind	epistemic	know	n't	do	do	she	she	Mother	and she 's just I do n't know she 's really weird about paperwork and stuff	47
theory of mind	epistemic	know	n't	do	do	she	she	Mother	so yeah anything we hand in or anything she hands to us she 's just very aloof about it I do n't know	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	either Harry call down there or whatever cause I do n't know what his story is	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	yeah he can I do n't know if	47
theory of mind	epistemic	know	n't	do	do	he	he	Mother	or he can go after work if he you know he probably he 'll probably do that but I just do n't know	47
theory of mind	epistemic	remember	n't	do	do	I	I	Mother	oh I do n't remember that	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where all those kid scissors went but you want to use the do you wan na use the big ones	47
theory of mind	epistemic	know	n't	do	do	she	she	Mother	she 's amazing like I do n't know where does she get her inspiration from like honestly	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	she 's like divinely inspired I do n't know	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know hope and you know she like she 's like I do n't know she does n't seem like beat down at all	47
theory of mind	epistemic	know	n't	do	do	you	you	Mother	I do n't know hope and you know she like she 's like I do n't know she does n't seem like beat down at all	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know it 's just and I I 'm I 'm grateful to hear that but I do n't feel like I 'm gon na make any friends in that class	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	so the reason I 'm calling you is is well besides that is to invite you and and of course if she 's around I do n't know what your schedule is	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	that would be good if he can you know or else whatever you can make up a tail or you know I mean we have stuff here too just make some little ears or I do n't know whatever but cause they 're going to she wants to play zoo and stuff and	47
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why she does n't say s	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know I was going to find it for you	24
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know this	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know because you make a mess and then you lose them	24
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what that is spos ta be	24
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what kinda guy	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if eels like chocolate	24
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	24
theory of mind	epistemic	remember	n't	ca	can	Mummy	Mummy	Mother	and Mummy ca n't remember where she as put it	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he can hear you sweetheart	28
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	so I ca n't remember everybody's names	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	but I do n't know where she is now	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know love	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	now I do n't think we 'll be taking these letters Thomas	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know Thomas	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know Thomas	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they 'll get back this hat from you	55
theory of mind	epistemic	think	n't	do	do	I	I	Father	no I do n't think I am done	28
theory of mind	epistemic	think	n't	do	do	I	I	Father	no I do n't think were done yet	28
